time_s,voltage_v,current_a,temp_c,temp_amb_c,step_index
0.0,4.191873,-2.900098,25.44931983947754,25.880380630493164,10
60.00010000000475,4.19032,-2.900093,25.353477478027344,25.71090316772461,10
120.00010000000475,4.188997,-2.900101,25.342313766479492,25.68952751159668,10
180.0,4.187805,-2.900128,25.477869033813477,25.65622901916504,10
240.0002999999997,4.186616,-2.900096,25.397029876708984,25.77666664123535,10
300.0002000000095,4.185444,-2.900093,25.35024070739746,25.744171142578125,10
360.00010000000475,4.184361,-2.900083,25.416059494018555,25.767166137695312,10
420.0002999999997,4.183259,-2.900095,25.47234535217285,25.666561126708984,10
480.0005000000092,4.182125,-2.90005,25.56818199157715,25.78374671936035,10
540.0002000000095,4.181067,-2.900102,25.4722957611084,25.659381866455078,10
600.0004000000044,4.179959,-2.900075,25.546798706054688,25.6696834564209,10
660.0001000000047,4.178867,-2.900082,25.389896392822266,25.64119529724121,10
720.0004000000044,4.17781,-2.900102,25.43189239501953,25.825759887695312,10
780.0005999999994,4.176769,-2.900073,25.51514434814453,25.64516830444336,10
840.0002000000095,4.175706,-2.900091,25.492910385131836,25.836830139160156,10
900.0004000000044,4.174643,-2.900112,25.33757781982422,25.738649368286133,10
960.0,4.173594,-2.900118,25.504806518554688,25.70456314086914,10
1020.0002999999997,4.17253,-2.900114,25.4754695892334,25.77427864074707,10
1080.0005999999994,4.171499,-2.90011,25.467561721801758,25.744991302490234,10
1140.0002000000095,4.170455,-2.900096,25.530954360961914,25.653844833374023,10
1200.0004000000044,4.169402,-2.900077,25.42078399658203,25.843170166015625,10
1260.0004000000044,4.168381,-2.90011,25.542049407958984,25.62215232849121,10
1320.0002999999997,4.167364,-2.900096,25.431835174560547,25.8043155670166,10
1380.0002000000095,4.166317,-2.900104,25.500816345214844,25.780576705932617,10
1440.0001000000047,4.165258,-2.900119,25.57610511779785,25.663330078125,10
1500.0002999999997,4.164246,-2.900113,25.441354751586914,25.792442321777344,10
1560.0001000000047,4.163226,-2.900121,25.485776901245117,25.515960693359375,10
1620.0002999999997,4.162146,-2.900135,25.329605102539062,25.830488204956055,10
1680.0001000000047,4.161142,-2.900102,25.386686325073242,25.851871490478516,10
1740.0002999999997,4.160126,-2.900106,25.392200469970703,25.814613342285156,10
1800.0002999999997,4.159073,-2.900099,25.46360206604004,25.57224464416504,10
1860.0002999999997,4.158051,-2.90011,25.407291412353516,25.82891273498535,10
1920.0001000000047,4.157026,-2.900104,25.3248233795166,25.78609848022461,10
1980.0002999999997,4.155971,-2.900105,25.36687469482422,25.79167938232422,10
2040.0002000000095,4.154994,-2.900128,25.450109481811523,25.822572708129883,10
2100.0,4.153965,-2.900088,25.60379981994629,25.662498474121094,10
2160.0001000000047,4.152953,-2.90007,25.49602508544922,25.896963119506836,10
2220.000500000009,4.151929,-2.900113,25.4223575592041,25.76633071899414,10
2280.0004000000044,4.150915,-2.900119,25.557878494262695,25.67363166809082,10
2340.0004000000044,4.149887,-2.90013,25.524581909179688,25.64034080505371,10
2400.0001000000047,4.148871,-2.900142,25.52378273010254,25.682327270507812,10
2460.0002999999997,4.147817,-2.900093,25.31375503540039,25.77188491821289,10
2520.0002000000095,4.146822,-2.900141,25.373180389404297,25.802738189697266,10
2580.0004000000044,4.145792,-2.900098,25.46750259399414,25.668851852416992,10
2640.0004000000044,4.144775,-2.900096,25.399335861206055,25.87163734436035,10
2700.0004000000044,4.143783,-2.90011,25.381105422973633,25.824913024902344,10
2760.0002000000095,4.142711,-2.900126,25.489723205566406,25.619754791259766,10
2820.0004000000044,4.141715,-2.90011,25.4183349609375,25.695798873901367,10
2880.0001000000047,4.140666,-2.900114,25.348617553710938,25.7813663482666,10
2940.0,4.139648,-2.900067,25.524568557739258,25.611019134521484,10
3000.0002999999997,4.138649,-2.900126,25.409685134887695,25.721149444580078,10
3060.0002000000095,4.137633,-2.900127,25.426254272460938,25.884275436401367,10
3120.000500000009,4.136599,-2.900114,25.4666690826416,25.874757766723633,10
3180.000500000009,4.135601,-2.900113,25.61092185974121,25.71240234375,10
3240.0002000000095,4.134552,-2.900113,25.52300453186035,25.70294189453125,10
3300.0,4.133524,-2.900143,25.504724502563477,25.827251434326172,10
3360.0002000000095,4.132509,-2.900103,25.431821823120117,25.718751907348633,10
3420.0002000000095,4.131481,-2.900121,25.534038543701172,25.820907592773438,10
3480.0002000000095,4.130464,-2.900122,25.520597457885742,25.786087036132812,10
3540.0001000000047,4.129453,-2.900113,25.4278621673584,25.721923828125,10
3600.0,4.128447,-2.90012,25.362096786499023,25.741762161254883,10
3660.0001000000047,4.127441,-2.900093,25.434995651245117,25.736181259155273,10
3720.0,4.126429,-2.900089,25.56182861328125,25.71323013305664,10
3780.0002000000095,4.125367,-2.90011,25.339080810546875,25.83516502380371,10
3840.0002000000095,4.124337,-2.900093,25.4857120513916,25.72348976135254,10
3900.0002999999997,4.123293,-2.900084,25.483367919921875,25.820955276489258,10
3960.000500000009,4.122286,-2.900074,25.371564865112305,25.82172393798828,10
4020.0,4.121271,-2.900087,25.579221725463867,25.72348976135254,10
4080.0002999999997,4.120223,-2.900101,25.393749237060547,25.801904678344727,10
4140.000400000004,4.119215,-2.900102,25.379487991333008,25.83042335510254,10
4200.0002000000095,4.118208,-2.900113,25.53799819946289,25.632362365722656,10
4260.0002000000095,4.117158,-2.900096,25.465877532958984,25.702878952026367,10
4320.0002000000095,4.116103,-2.900081,25.36996078491211,25.535688400268555,10
4380.0003,4.115097,-2.900084,25.342243194580078,25.828859329223633,10
4440.000100000005,4.114096,-2.900076,25.439735412597656,25.676748275756836,10
4500.0,4.113055,-2.900112,25.556215286254883,25.686229705810547,10
4560.0002000000095,4.112036,-2.900109,25.541988372802734,25.664875030517578,10
4620.000100000005,4.110995,-2.900076,25.323232650756836,25.7670955657959,10
4680.000500000009,4.10998,-2.900111,25.557819366455078,25.65930938720703,10
4740.000100000005,4.108949,-2.900115,25.386613845825195,25.793209075927734,10
4800.0002000000095,4.107886,-2.900096,25.587915420532227,25.74643898010254,10
4860.000400000004,4.106893,-2.900111,25.465877532958984,25.616531372070312,10
4920.000100000005,4.105874,-2.90012,25.520553588867188,25.721879959106445,10
4980.000100000005,4.104816,-2.900082,25.4072265625,25.879520416259766,10
5040.000400000004,4.103797,-2.900115,25.41197395324707,25.87713623046875,10
5100.0,4.102778,-2.900094,25.4119873046875,25.727447509765625,10
5160.000400000004,4.101719,-2.900107,25.556251525878906,25.565032958984375,10
5220.0003,4.100676,-2.900102,25.327972412109375,25.786087036132812,10
5280.000400000004,4.099679,-2.900118,25.39136505126953,25.813777923583984,10
5340.000400000004,4.098614,-2.900082,25.35651397705078,25.800344467163086,10
5400.0,4.097614,-2.900082,25.438173294067383,25.717967987060547,10
5460.000500000009,4.09657,-2.900091,25.480146408081055,25.809816360473633,10
5520.000400000004,4.095522,-2.900099,25.502334594726562,25.70366859436035,10
5580.0002000000095,4.094483,-2.90007,25.616437911987305,25.732177734375,10
5640.000500000009,4.093471,-2.900092,25.518980026245117,25.684656143188477,10
5700.000100000005,4.092393,-2.900083,25.461097717285156,25.722702026367188,10
5760.0,4.091363,-2.900081,25.362035751342773,25.87474822998047,10
5820.000400000004,4.090341,-2.900101,25.416728973388672,25.718708038330078,10
5880.000400000004,4.089311,-2.900118,25.423858642578125,25.782087326049805,10
5940.0002000000095,4.08828,-2.900145,25.393712997436523,25.830381393432617,10
6000.000400000004,4.087238,-2.900112,25.407201766967773,25.73692512512207,10
6060.000100000005,4.086166,-2.900133,25.534032821655273,25.685441970825195,10
6120.0003,4.085123,-2.900113,25.38897132873535,25.847028732299805,10
6180.000100000005,4.084074,-2.900092,25.48884391784668,25.818510055541992,10
6240.000400000004,4.083035,-2.900132,25.446828842163086,25.80504035949707,10
6300.0,4.082007,-2.900135,25.450029373168945,25.865262985229492,10
6360.0002000000095,4.080967,-2.900146,25.476930618286133,25.899267196655273,10
6420.000400000004,4.079957,-2.900125,25.428598403930664,25.872358322143555,10
6480.000500000009,4.078931,-2.900121,25.537202835083008,25.710002899169922,10
6540.0,4.077865,-2.900123,25.429420471191406,25.780515670776367,10
6600.0,4.076829,-2.900142,25.4158992767334,25.803478240966797,10
6660.0003,4.075775,-2.900109,25.397706985473633,25.813777923583984,10
6720.000100000005,4.074711,-2.90012,25.5617733001709,25.808992385864258,10
6780.0002000000095,4.073683,-2.900154,25.365209579467773,25.77972412109375,10
6840.0002000000095,4.072659,-2.900155,25.425426483154297,25.883447647094727,10
6900.000500000009,4.071631,-2.900094,25.461917877197266,25.38509178161621,10
6960.0,4.070542,-2.900127,25.62834358215332,25.701297760009766,10
7020.000400000004,4.069545,-2.900117,25.54590606689453,25.683053970336914,10
7080.0002000000095,4.068481,-2.900112,25.35411262512207,25.80507469177246,10
7140.000100000005,4.067412,-2.900111,25.50315284729004,25.775779724121094,10
7200.0,4.066384,-2.900127,25.514230728149414,25.694169998168945,10
7260.000100000005,4.065345,-2.900114,25.568870544433594,25.656097412109375,10
7320.000400000004,4.064288,-2.900104,25.427810668945312,25.878704071044922,10
7380.000400000004,4.063237,-2.900104,25.42303466796875,25.795520782470703,10
7440.000400000004,4.062233,-2.900126,25.553037643432617,25.81850814819336,10
7500.0,4.06115,-2.900111,25.403240203857422,25.77574348449707,10
7560.000500000009,4.060136,-2.900098,25.535627365112305,25.633134841918945,10
7620.000400000004,4.059062,-2.900105,25.365955352783203,25.74087905883789,10
7680.0003,4.058034,-2.900134,25.402414321899414,25.828020095825195,10
7740.0002000000095,4.056963,-2.900099,25.53717041015625,25.628389358520508,10
7800.000500000009,4.055924,-2.900105,25.61960792541504,25.721086502075195,10
7860.000500000009,4.054907,-2.900105,25.333494186401367,25.69891929626465,10
7920.0,4.053813,-2.900098,25.54273796081543,25.69414710998535,10
7980.000500000009,4.052772,-2.900087,25.349334716796875,25.80030059814453,10
8040.000400000004,4.051707,-2.900126,25.431774139404297,25.79712677001953,10
8100.000400000004,4.050698,-2.900104,25.457162857055664,25.77259635925293,10
8160.0002000000095,4.049649,-2.900142,25.504714965820312,25.59195327758789,10
8220.000100000005,4.048624,-2.900119,25.410375595092773,25.818513870239258,10
8280.00020000001,4.04758,-2.900128,25.53877830505371,25.604616165161133,10
8340.00020000001,4.046525,-2.900094,25.37944221496582,25.80899429321289,10
8400.0,4.045445,-2.900109,25.382654190063477,25.783687591552734,10
8460.00020000001,4.044412,-2.900119,25.549076080322266,25.629175186157227,10
8520.0003,4.043382,-2.900097,25.43016815185547,25.68861198425293,10
8580.0,4.042355,-2.900149,25.534820556640625,25.529329299926758,10
8640.00050000001,4.041317,-2.900119,25.5799617767334,25.667184829711914,10
8700.000100000005,4.040252,-2.900092,25.35014533996582,25.683841705322266,10
8760.000100000005,4.039231,-2.900101,25.539560317993164,25.63392448425293,10
8820.000400000004,4.038181,-2.900103,25.52689552307129,25.721088409423828,10
8880.00020000001,4.037131,-2.900108,25.424640655517578,25.825639724731445,10
8940.000400000004,4.036089,-2.900121,25.54829216003418,25.656917572021484,10
9000.000400000004,4.03504,-2.900094,25.483314514160156,25.556293487548828,10
9060.0003,4.033978,-2.900119,25.439697265625,25.833555221557617,10
9120.000400000004,4.032958,-2.900109,25.468263626098633,25.69813346862793,10
9180.00050000001,4.031916,-2.900078,25.33428382873535,25.79239273071289,10
9240.00020000001,4.030897,-2.900118,25.53638458251953,25.730573654174805,10
9300.00050000001,4.029862,-2.90011,25.51184844970703,25.67039680480957,10
9360.00020000001,4.028852,-2.900132,25.423864364624023,25.696537017822266,10
9420.0003,4.027795,-2.90011,25.51342010498047,25.636314392089844,10
9480.00050000001,4.026744,-2.900109,25.317617416381836,25.839113235473633,10
9540.000100000005,4.025704,-2.900134,25.57999610900879,25.694961547851562,10
9600.00020000001,4.024646,-2.900075,25.39453125,25.767038345336914,10
9660.00050000001,4.023671,-2.900104,25.416723251342773,25.725051879882812,10
9720.00050000001,4.022589,-2.900078,25.467491149902344,25.654577255249023,10
9780.0003,4.021571,-2.900106,25.373125076293945,25.83119773864746,10
9840.000100000005,4.020488,-2.900143,25.422286987304688,25.716352462768555,10
9900.0003,4.019524,-2.90011,25.491233825683594,25.806642532348633,10
9960.00050000001,4.018465,-2.900113,25.355690002441406,25.84941864013672,10
10020.0,4.017459,-2.900091,25.491233825683594,25.828025817871094,10
10080.000100000005,4.016398,-2.900114,25.39531898498535,25.696531295776367,10
10140.000100000005,4.015362,-2.900104,25.367603302001953,25.761520385742188,10
10200.0003,4.014326,-2.900105,25.447649002075195,25.691789627075195,10
10260.00050000001,4.013286,-2.900085,25.505496978759766,25.799510955810547,10
10320.00020000001,4.012286,-2.900101,25.535627365112305,25.629993438720703,10
10380.0003,4.011277,-2.900133,25.461097717285156,25.599878311157227,10
10440.000100000005,4.010208,-2.900082,25.568090438842773,25.75278663635254,10
10500.0,4.009211,-2.900087,25.539594650268555,25.717132568359375,10
10560.00020000001,4.008149,-2.900083,25.475358963012695,25.831161499023438,10
10620.0003,4.007156,-2.900116,25.57682228088379,25.664047241210938,10
10680.0003,4.006078,-2.900083,25.51184844970703,25.69178581237793,10
10740.00020000001,4.005082,-2.900116,25.521364212036133,25.70842933654785,10
10800.000400000004,4.004051,-2.90011,25.42620849609375,25.834333419799805,10
10860.0003,4.003039,-2.900082,25.442079544067383,25.750391006469727,10
10920.0003,4.002041,-2.900104,25.433380126953125,25.820114135742188,10
10980.000400000004,4.000999,-2.900119,25.33428382873535,25.721099853515625,10
11040.000400000004,3.999971,-2.900123,25.454784393310547,25.755958557128906,10
11100.0003,3.998956,-2.900128,25.484098434448242,25.735349655151367,10
11160.00020000001,3.997948,-2.900122,25.389795303344727,25.655359268188477,10
11220.000100000005,3.996939,-2.90009,25.34776496887207,25.777345657348633,10
11280.0003,3.995923,-2.900095,25.511064529418945,25.59830093383789,10
11340.00050000001,3.994895,-2.900126,25.556215286254883,25.73535919189453,10
11400.0,3.993917,-2.900115,25.53638458251953,25.667221069335938,10
11460.00020000001,3.992885,-2.90013,25.38739585876465,25.84149742126465,10
11520.000400000004,3.991848,-2.900101,25.533248901367188,25.69974708557129,10
11580.0006,3.990837,-2.900099,25.38739585876465,25.89534568786621,10
11640.000100000005,3.989839,-2.900119,25.427810668945312,25.878704071044922,10
11700.000400000004,3.988827,-2.900116,25.38422966003418,25.870803833007812,10
11760.000100000005,3.987828,-2.900091,25.499940872192383,25.79395866394043,10
11820.0,3.986804,-2.90007,25.515024185180664,25.702091217041016,10
11880.00020000001,3.985803,-2.900109,25.40876579284668,25.859676361083984,10
11940.00020000001,3.984778,-2.900135,25.523725509643555,25.725051879882812,10
12000.000100000005,3.983765,-2.900076,25.477754592895508,25.71474838256836,10
12060.00020000001,3.982773,-2.900093,25.43256187438965,25.86919403076172,10
12120.00020000001,3.981755,-2.900085,25.342201232910156,25.600656509399414,10
12180.0,3.980734,-2.900096,25.45635414123535,25.7290096282959,10
12240.0,3.979775,-2.900091,25.426244735717773,25.84149742126465,10
12300.0003,3.978768,-2.900118,25.506324768066406,25.595916748046875,10
12360.00020000001,3.97773,-2.900092,25.492809295654297,25.72348403930664,10
12420.000100000005,3.976767,-2.900083,25.349334716796875,25.842283248901367,10
12480.0003,3.975738,-2.900127,25.497583389282227,25.677490234375,10
12540.00050000001,3.974735,-2.900129,25.527687072753906,25.671968460083008,10
12600.0,3.97376,-2.900128,25.556209564208984,25.700483322143555,10
12660.000100000005,3.972705,-2.900098,25.46904754638672,25.791601181030273,10
12720.000100000005,3.971715,-2.900123,25.35965347290039,25.846248626708984,10
12780.0003,3.97073,-2.900135,25.573654174804688,25.675140380859375,10
12840.0003,3.96973,-2.900109,25.34937286376953,25.850234985351562,10
12900.0003,3.968741,-2.900094,25.431777954101562,25.818513870239258,10
12960.00050000001,3.967739,-2.900074,25.470613479614258,25.72900390625,10
13020.000100000005,3.966748,-2.900095,25.507097244262695,25.736948013305664,10
13080.00020000001,3.965718,-2.900087,25.601356506347656,25.82403564453125,10
13140.0,3.964763,-2.900106,25.51263427734375,25.87079429626465,10
13200.0003,3.963742,-2.900114,25.458744049072266,25.738527297973633,10
13260.00050000001,3.962721,-2.90009,25.55464744567871,25.700490951538086,10
13320.0003,3.961769,-2.900111,25.52849578857422,25.64027214050293,10
13380.00020000001,3.960772,-2.900096,25.47696876525879,25.910385131835938,10
13440.000100000005,3.959774,-2.90009,25.444469451904297,25.752779006958008,10
13500.0,3.958772,-2.900118,25.564950942993164,25.687833786010742,10
13560.00020000001,3.957785,-2.900083,25.4222469329834,25.851760864257812,10
13620.000400000004,3.956781,-2.900141,25.39213752746582,25.828807830810547,10
13680.000100000005,3.955787,-2.900105,25.365989685058594,25.809810638427734,10
13740.00050000001,3.954786,-2.900089,25.539560317993164,25.79791259765625,10
13800.000400000004,3.953786,-2.900081,25.358074188232422,25.823287963867188,10
13860.000400000004,3.952816,-2.900087,25.43256187438965,25.854938507080078,10
13920.0003,3.951828,-2.900141,25.362035751342773,25.755958557128906,10
13980.0006,3.950832,-2.90013,25.47218894958496,25.80899429321289,10
14040.00050000001,3.949809,-2.90009,25.565731048583984,25.724260330200195,10
14100.0003,3.948822,-2.900126,25.438121795654297,25.853364944458008,10
14160.000400000004,3.947814,-2.900113,25.5229434967041,25.656137466430664,10
14220.0,3.946812,-2.900095,25.53246307373047,25.67039680480957,10
14280.0006,3.945871,-2.900117,25.53006935119629,25.74722671508789,10
14340.000400000004,3.944855,-2.900136,25.517379760742188,25.789997100830078,10
14400.0,3.943862,-2.90013,25.361248016357422,25.79794692993164,10
14460.000100000005,3.942884,-2.90015,25.547513961791992,25.63474464416504,10
14520.000400000004,3.941905,-2.900136,25.52772331237793,25.622089385986328,10
14580.0,3.940909,-2.900117,25.40084457397461,25.88739776611328,10
14640.000100000005,3.939909,-2.900084,25.503896713256836,25.655317306518555,10
14700.0003,3.938916,-2.900089,25.48884391784668,25.76861000061035,10
14760.0003,3.937904,-2.900106,25.475364685058594,25.840681076049805,10
14820.000100000005,3.936917,-2.90012,25.371551513671875,25.801111221313477,10
14880.00050000001,3.935894,-2.900103,25.36756706237793,25.83989906311035,10
14940.00020000001,3.934905,-2.900112,25.524505615234375,25.6901798248291,10
15000.0003,3.933941,-2.900132,25.51498794555664,25.623619079589844,10
15060.00050000001,3.932944,-2.900126,25.38739585876465,25.83832359313965,10
15120.000100000005,3.931946,-2.900125,25.461877822875977,25.646617889404297,10
15180.0003,3.930934,-2.900115,25.41593360900879,25.638704299926758,10
15240.00020000001,3.92993,-2.900128,25.587915420532227,25.739307403564453,10
15300.0,3.928938,-2.900125,25.364416122436523,25.801868438720703,10
15360.000100000005,3.927942,-2.900112,25.3945369720459,25.638704299926758,10
15420.000100000005,3.926971,-2.900135,25.453962326049805,25.67671012878418,10
15480.0003,3.925963,-2.900126,25.43020248413086,25.717132568359375,10
15540.000400000004,3.924937,-2.90014,25.478565216064453,25.801111221313477,10
15600.0003,3.923924,-2.900087,25.404024124145508,25.854938507080078,10
15660.000100000005,3.922948,-2.900146,25.499940872192383,25.615707397460938,10
15720.000400000004,3.921921,-2.90013,25.41750717163086,25.747222900390625,10
15780.000100000005,3.920925,-2.9001,25.525297164916992,25.719491958618164,10
15840.000100000005,3.91999,-2.900128,25.4864559173584,25.80899429321289,10
15900.0003,3.918926,-2.900127,25.570480346679688,25.600656509399414,10
15960.00050000001,3.917938,-2.900142,25.385820388793945,25.63712501525879,10
16020.0,3.916893,-2.900115,25.4040584564209,25.833587646484375,10
16080.000400000004,3.915914,-2.900119,25.36678695678711,25.875530242919922,10
16140.0,3.914854,-2.900132,25.45792007446289,25.836753845214844,10
16200.0003,3.913871,-2.900136,25.578397750854492,25.684656143188477,10
16260.0,3.912879,-2.900118,25.467443466186523,25.901653289794922,10
16320.0003,3.911852,-2.900122,25.38739585876465,25.78129768371582,10
16380.00020000001,3.910835,-2.900118,25.5799617767334,25.645793914794922,10
16440.0,3.90981,-2.900113,25.38105010986328,25.8034725189209,10
16500.0003,3.908808,-2.900113,25.396102905273438,25.83989715576172,10
16560.00050000001,3.907764,-2.900081,25.4428653717041,25.729787826538086,10
16620.000100000005,3.906753,-2.900141,25.556964874267578,25.75827407836914,10
